country,customer_id,invoice,price,stream_id,times_viewed,year,month,day,InvoiceDate
Singapore,12744.0,506142,1.25,21358,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,12.75,22485,3,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.25,21356,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.1,22381,10,2018,04,24,2018-04-24
Singapore,12744.0,506142,0.85,20724,19,2018,04,24,2018-04-24
Singapore,12744.0,506142,0.85,22356,1,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.1,21175,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.95,21166,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.55,85150,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,5.95,21755,3,2018,04,24,2018-04-24
Singapore,12744.0,506142,5.95,21756,3,2018,04,24,2018-04-24
Singapore,12744.0,506142,5.95,22121,3,2018,04,24,2018-04-24
Singapore,12744.0,506142,6.95,22119,3,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.1,22379,10,2018,04,24,2018-04-24
Singapore,12744.0,506142,7.49,48138,4,2018,04,24,2018-04-24
Singapore,12744.0,506142,7.49,22366,2,2018,04,24,2018-04-24
Singapore,12744.0,506142,7.49,22365,2,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.95,22086,14,2018,04,24,2018-04-24
Singapore,12744.0,506142,12.75,22423,4,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.25,20972,6,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.25,20971,8,2018,04,24,2018-04-24
Singapore,12744.0,506142,3.75,21888,8,2018,04,24,2018-04-24
Singapore,12744.0,506142,10.95,22605,4,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.25,22409,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,7.49,21524,2,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.95,85099B,7,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.95,22386,7,2018,04,24,2018-04-24
Singapore,12744.0,506142,5.45,47590B,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,3.25,20681,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,3.25,20682,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,5.95,84762B,24,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.1,21181,12,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.55,85123A,15,2018,04,24,2018-04-24
Singapore,12744.0,506142,2.95,21733,6,2018,04,24,2018-04-24
Singapore,12744.0,506142,1.25,72741,5,2018,04,24,2018-04-24
Singapore,12744.0,506142,5.45,47590A,6,2018,04,24,2018-04-24
Singapore,12744.0,521403,2.1,22380,3,2018,09,03,2018-09-03
Singapore,12744.0,521403,7.49,20685,2,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,84946,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.95,22668,5,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.95,22669,5,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.1,22694,6,2018,09,03,2018-09-03
Singapore,12744.0,521403,5.95,22654,4,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.85,22651,19,2018,09,03,2018-09-03
Singapore,12744.0,521403,3.95,84782C,7,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,21357,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.38,35969,20,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.95,21929,18,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.95,85099F,22,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.95,22385,18,2018,09,03,2018-09-03
Singapore,12744.0,521403,4.25,22218,9,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,21010,21,2018,09,03,2018-09-03
Singapore,12744.0,521403,4.95,21812,6,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.1,22145,7,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.1,22143,9,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.85,22596,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,3.75,22592,4,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.55,85123A,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.55,22589,6,2018,09,03,2018-09-03
Singapore,12744.0,521403,3.25,20684,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,21791,12,2018,09,03,2018-09-03
Singapore,12744.0,521404,2.1,22642,10,2018,09,03,2018-09-03
Singapore,12744.0,521404,0.85,84832,12,2018,09,03,2018-09-03
Singapore,12744.0,521404,2.95,22457,6,2018,09,03,2018-09-03
Singapore,12744.0,521404,2.95,22666,6,2018,09,03,2018-09-03
Singapore,12744.0,521404,0.85,22197,12,2018,09,03,2018-09-03
Singapore,12744.0,521404,1.65,22198,12,2018,09,03,2018-09-03
Singapore,12744.0,521404,1.65,21651,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,8.5,22215,8,2018,09,03,2018-09-03
Singapore,12744.0,521403,6.75,21349,2,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.95,21350,6,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.65,22335,17,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.65,22338,9,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.65,22336,3,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.85,35961,22,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.95,21143,1,2018,09,03,2018-09-03
Singapore,12744.0,521403,5.95,21755,6,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.85,21790,5,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.95,21733,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,22548,12,2018,09,03,2018-09-03
Singapore,12744.0,521402,2.95,22698,6,2018,09,03,2018-09-03
Singapore,12744.0,521402,8.5,22184,2,2018,09,03,2018-09-03
Singapore,12744.0,521402,3.75,21471,6,2018,09,03,2018-09-03
Singapore,12744.0,521402,0.42,22714,12,2018,09,03,2018-09-03
Singapore,12744.0,521402,3.75,22619,4,2018,09,03,2018-09-03
Singapore,12744.0,521402,4.95,22505,4,2018,09,03,2018-09-03
Singapore,12744.0,521402,0.42,21917,21,2018,09,03,2018-09-03
Singapore,12744.0,521402,0.85,21878,12,2018,09,03,2018-09-03
Singapore,12744.0,521402,0.85,21790,12,2018,09,03,2018-09-03
Singapore,12744.0,521402,16.95,21667,2,2018,09,03,2018-09-03
Singapore,12744.0,521402,4.95,22507,4,2018,09,03,2018-09-03
Singapore,12744.0,521402,2.95,22697,6,2018,09,03,2018-09-03
Singapore,12744.0,521403,3.95,22114,4,2018,09,03,2018-09-03
Singapore,12744.0,521402,2.95,22699,6,2018,09,03,2018-09-03
Singapore,12744.0,521402,0.42,22029,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.45,21210,20,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.1,22379,15,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.1,22381,15,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.65,22556,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.65,22555,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.65,22557,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.65,22551,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,21592,1,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.55,21586,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,0.85,21422,2,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,21421,7,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,85031C,20,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.1,82600,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,21179,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.65,85130A,24,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,22294,3,2018,09,03,2018-09-03
Singapore,12744.0,521403,1.25,22494,12,2018,09,03,2018-09-03
Singapore,12744.0,521403,2.95,21936,15,2018,09,03,2018-09-03
Singapore,12744.0,521403,10.95,22423,17,2018,09,03,2018-09-03
Singapore,12744.0,521403,4.95,22222,9,2018,09,03,2018-09-03
Singapore,12744.0,521402,0.42,21519,12,2018,09,03,2018-09-03
Singapore,12744.0,521402,2.1,22149,6,2018,09,03,2018-09-03
Singapore,12744.0,542102,3.75,21471,6,2019,01,22,2019-01-22
Singapore,12744.0,542102,3.75,21465,6,2019,01,22,2019-01-22
Singapore,12744.0,542102,5.95,21756,6,2019,01,22,2019-01-22
Singapore,12744.0,542102,5.45,21755,5,2019,01,22,2019-01-22
Singapore,12744.0,542102,1.25,20972,4,2019,01,22,2019-01-22
Singapore,12744.0,542102,1.25,20971,24,2019,01,22,2019-01-22
Singapore,12744.0,542102,1.45,22969,9,2019,01,22,2019-01-22
Singapore,12744.0,542102,3.75,22960,12,2019,01,22,2019-01-22
Singapore,12744.0,542102,0.21,22346,17,2019,01,22,2019-01-22
Singapore,12744.0,542102,0.21,22345,18,2019,01,22,2019-01-22
Singapore,12744.0,542102,0.21,22344,24,2019,01,22,2019-01-22
Singapore,12744.0,542102,0.21,22343,21,2019,01,22,2019-01-22
Singapore,12744.0,542102,2.95,22699,6,2019,01,22,2019-01-22
