country,customer_id,invoice,price,stream_id,times_viewed,year,month,day,InvoiceDate
Norway,12443.0,490718,0.65,85216,12,2017,12,04,2017-12-04
Norway,12443.0,490718,0.85,21700,12,2017,12,04,2017-12-04
Norway,12443.0,490718,3.75,72814,4,2017,12,04,2017-12-04
Norway,12443.0,490718,5.49,20780,2,2017,12,04,2017-12-04
Norway,12443.0,490718,1.25,21874,12,2017,12,04,2017-12-04
Norway,12443.0,490718,1.49,72756,22,2017,12,04,2017-12-04
Norway,12443.0,490718,12.75,84617,3,2017,12,04,2017-12-04
Norway,12443.0,490718,7.95,84600,4,2017,12,04,2017-12-04
Norway,12443.0,490718,9.95,84707A,2,2017,12,04,2017-12-04
Norway,12443.0,490718,8.5,22194,2,2017,12,04,2017-12-04
Norway,12443.0,490718,1.25,22098,12,2017,12,04,2017-12-04
Norway,12443.0,490718,2.95,20914,6,2017,12,04,2017-12-04
Norway,12443.0,490718,0.65,21882,12,2017,12,04,2017-12-04
Norway,12443.0,490718,1.95,21930,10,2017,12,04,2017-12-04
Norway,12443.0,490718,1.25,22100,12,2017,12,04,2017-12-04
Norway,12443.0,490718,2.1,21427,6,2017,12,04,2017-12-04
Norway,12443.0,490718,0.55,21213,22,2017,12,04,2017-12-04
Norway,12443.0,490718,1.25,21232,12,2017,12,04,2017-12-04
Norway,12443.0,490718,12.75,84968E,2,2017,12,04,2017-12-04
Norway,12443.0,490718,5.95,20689,3,2017,12,04,2017-12-04
Norway,12443.0,490718,40.0,POST,3,2017,12,04,2017-12-04
Norway,15760.0,501766,6958.17,M,1,2018,03,16,2018-03-16
Norway,15760.0,501751,6958.17,M,3,2018,03,16,2018-03-16
Norway,15760.0,501771,5795.87,M,3,2018,03,16,2018-03-16
Norway,15760.0,501769,6958.17,M,3,2018,03,16,2018-03-16
Norway,15760.0,501768,6958.17,M,1,2018,03,16,2018-03-16
Norway,12433.0,519737,152.4,M,2,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17011A,21,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17011D,15,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17014E,8,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17011B,8,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17014D,14,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17013F,16,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17013D,17,2018,08,17,2018-08-17
Norway,12433.0,519735,0.3,17014F,21,2018,08,17,2018-08-17
Norway,12433.0,522651,1.25,21791,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.25,21889,12,2018,09,13,2018-09-13
Norway,12433.0,522651,3.75,21912,4,2018,09,13,2018-09-13
Norway,12433.0,522651,2.95,21557,6,2018,09,13,2018-09-13
Norway,12433.0,522651,0.21,84077,14,2018,09,13,2018-09-13
Norway,12433.0,522651,4.95,22311,2,2018,09,13,2018-09-13
Norway,12433.0,522651,4.95,22312,2,2018,09,13,2018-09-13
Norway,12433.0,522651,4.95,22313,2,2018,09,13,2018-09-13
Norway,12433.0,522651,4.95,22314,2,2018,09,13,2018-09-13
Norway,12433.0,522651,1.65,47480,12,2018,09,13,2018-09-13
Norway,12433.0,522651,3.75,22550,4,2018,09,13,2018-09-13
Norway,12433.0,522651,2.95,22665,6,2018,09,13,2018-09-13
Norway,12433.0,522651,1.65,21319,12,2018,09,13,2018-09-13
Norway,12433.0,522651,2.55,21320,12,2018,09,13,2018-09-13
Norway,12433.0,522651,5.95,20679,6,2018,09,13,2018-09-13
Norway,12433.0,522651,5.95,15056N,12,2018,09,13,2018-09-13
Norway,12433.0,522651,5.95,15056BL,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.25,22095,12,2018,09,13,2018-09-13
Norway,12433.0,522651,0.42,21519,12,2018,09,13,2018-09-13
Norway,12433.0,522651,0.42,21518,12,2018,09,13,2018-09-13
Norway,12433.0,522651,0.42,21520,12,2018,09,13,2018-09-13
Norway,12433.0,522651,2.95,22666,6,2018,09,13,2018-09-13
Norway,12433.0,522651,6.75,21906,6,2018,09,13,2018-09-13
Norway,12433.0,522651,0.85,79000,24,2018,09,13,2018-09-13
Norway,12433.0,522651,7.49,21524,2,2018,09,13,2018-09-13
Norway,12433.0,522651,7.49,48111,2,2018,09,13,2018-09-13
Norway,12433.0,522651,3.75,21888,4,2018,09,13,2018-09-13
Norway,12433.0,522651,1.25,21637,15,2018,09,13,2018-09-13
Norway,12433.0,522651,0.42,21504,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.65,21318,12,2018,09,13,2018-09-13
Norway,12433.0,522651,7.49,48194,2,2018,09,13,2018-09-13
Norway,12433.0,522651,7.49,20685,2,2018,09,13,2018-09-13
Norway,12433.0,522651,0.85,84945,9,2018,09,13,2018-09-13
Norway,12433.0,522651,0.95,84970L,12,2018,09,13,2018-09-13
Norway,12433.0,522651,0.85,84970S,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.95,21166,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.65,21196,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.69,21165,12,2018,09,13,2018-09-13
Norway,12433.0,522651,2.1,82600,12,2018,09,13,2018-09-13
Norway,12433.0,522651,2.55,85150,6,2018,09,13,2018-09-13
Norway,12433.0,522651,1.45,21972,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.65,22198,12,2018,09,13,2018-09-13
Norway,12433.0,522651,0.55,84992,17,2018,09,13,2018-09-13
Norway,12433.0,522651,0.55,21975,5,2018,09,13,2018-09-13
Norway,12433.0,522651,0.55,21976,4,2018,09,13,2018-09-13
Norway,12433.0,522651,0.55,21212,18,2018,09,13,2018-09-13
Norway,12433.0,522651,0.55,21213,18,2018,09,13,2018-09-13
Norway,12433.0,522651,1.25,21870,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.25,21872,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.25,21874,12,2018,09,13,2018-09-13
Norway,12433.0,522651,1.65,84050,6,2018,09,13,2018-09-13
Norway,12433.0,522651,4.95,85232B,3,2018,09,13,2018-09-13
Norway,12433.0,522651,1.25,21592,13,2018,09,13,2018-09-13
Norway,15481.0,530588,0.55,22417,22,2018,10,31,2018-10-31
Norway,15481.0,530588,0.55,21975,5,2018,10,31,2018-10-31
Norway,15481.0,530588,1.95,22367,8,2018,10,31,2018-10-31
Norway,15481.0,530588,2.1,22899,1,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,47591D,11,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,22629,21,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,22551,7,2018,10,31,2018-10-31
Norway,15481.0,530588,0.85,22613,17,2018,10,31,2018-10-31
Norway,15481.0,530588,2.95,22483,12,2018,10,31,2018-10-31
Norway,15481.0,530588,3.75,21430,12,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,21429,19,2018,10,31,2018-10-31
Norway,15481.0,530588,0.21,16237,23,2018,10,31,2018-10-31
Norway,15481.0,530588,0.85,10125,18,2018,10,31,2018-10-31
Norway,15481.0,530588,1.25,84569D,1,2018,10,31,2018-10-31
Norway,15481.0,530588,0.85,21719,8,2018,10,31,2018-10-31
Norway,15481.0,530588,0.85,21724,4,2018,10,31,2018-10-31
Norway,15481.0,530588,0.85,21720,13,2018,10,31,2018-10-31
Norway,15481.0,530588,6.35,20749,12,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,22630,21,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,22557,19,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,22662,0,2018,10,31,2018-10-31
Norway,15481.0,530588,1.65,22382,6,2018,10,31,2018-10-31
Norway,15481.0,530588,0.85,22661,10,2018,10,31,2018-10-31
Norway,15481.0,530588,0.72,22130,24,2018,10,31,2018-10-31
Norway,15481.0,530588,1.45,21974,5,2018,10,31,2018-10-31
Norway,15481.0,530588,1.45,84987,13,2018,10,31,2018-10-31
Norway,15481.0,530588,0.55,84991,11,2018,10,31,2018-10-31
Norway,15481.0,530588,0.55,22951,5,2018,10,31,2018-10-31
Norway,15481.0,530588,0.55,21977,14,2018,10,31,2018-10-31
Norway,15481.0,530588,1.45,22949,21,2018,10,31,2018-10-31
Norway,15481.0,530588,1.06,22733,5,2018,10,31,2018-10-31
Norway,15481.0,530588,0.55,22952,5,2018,10,31,2018-10-31
Norway,15481.0,530588,0.85,22909,5,2018,10,31,2018-10-31
Norway,15481.0,530588,0.42,22818,3,2018,10,31,2018-10-31
Norway,15481.0,530588,2.55,22734,12,2018,10,31,2018-10-31
Norway,15481.0,530588,12.75,22946,16,2018,10,31,2018-10-31
Norway,15481.0,530588,1.45,21972,8,2018,10,31,2018-10-31
Norway,15481.0,530588,1.45,22416,15,2018,10,31,2018-10-31
Norway,12433.0,530966,8.5,22626,2,2018,11,02,2018-11-02
Norway,12433.0,530966,0.85,22197,13,2018,11,02,2018-11-02
Norway,12433.0,530966,1.65,22198,19,2018,11,02,2018-11-02
Norway,12433.0,530966,0.55,22951,9,2018,11,02,2018-11-02
Norway,12433.0,530966,0.55,21213,9,2018,11,02,2018-11-02
Norway,12433.0,530966,0.55,21977,12,2018,11,02,2018-11-02
Norway,12433.0,530966,0.55,22417,17,2018,11,02,2018-11-02
Norway,12433.0,530966,0.55,21212,8,2018,11,02,2018-11-02
Norway,12433.0,530966,1.65,84050,15,2018,11,02,2018-11-02
